participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.effort_to_firm,player.payoff_points,group.id_in_subsession,group.total_effort,group.firm_size,group.per_capita_effort,group.per_capita_payout,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
15,bkep6w5p,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:44.766167,1,,,0.0,15,,0.0,,0.0,1,0,0,0.0,0.0,10,6oaxeccf,,,,,1
16,1145fjj5,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:46.844226,1,,,0.0,16,,0.0,,0.0,1,0,0,0.0,0.0,10,6oaxeccf,,,,,1
17,ggn3bx9p,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:48.867428,1,,,0.0,17,,0.0,,0.0,1,0,0,0.0,0.0,10,6oaxeccf,,,,,1
18,dkj514xz,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:51.087449,1,,,0.0,18,,0.0,,0.0,1,0,0,0.0,0.0,10,6oaxeccf,,,,,1
19,kp9je6zl,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:53.177814,1,,,0.0,19,,0.0,,0.0,1,0,0,0.0,0.0,10,6oaxeccf,,,,,1
20,idkqwgn0,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:55.421203,1,,,0.0,20,,0.0,,0.0,1,0,0,0.0,0.0,10,6oaxeccf,,,,,1
1,0btq0u5g,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:15.055781,1,,,0.0,1,,0.0,,0.0,1,0,0,0.0,0.0,11,6oaxeccf,,,,,1
2,nzbdmg4u,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:17.262721,1,,,0.0,2,,0.0,,0.0,1,0,0,0.0,0.0,11,6oaxeccf,,,,,1
3,5h5av0wo,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:19.923613,1,,,0.0,3,,0.0,,0.0,1,0,0,0.0,0.0,11,6oaxeccf,,,,,1
4,3s8bukx2,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:22.109639,1,,,0.0,4,,0.0,,0.0,1,0,0,0.0,0.0,11,6oaxeccf,,,,,1
5,q20rc0lb,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:24.410218,1,,,0.0,5,,0.0,,0.0,1,0,0,0.0,0.0,11,6oaxeccf,,,,,1
6,2otj1r6g,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:25.998645,1,,,0.0,6,,0.0,,0.0,1,0,0,0.0,0.0,11,6oaxeccf,,,,,1
7,s9l6szr2,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:27.891931,1,,,0.0,7,,0.0,,0.0,1,0,0,0.0,0.0,11,6oaxeccf,,,,,1
8,mh8zshcy,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:29.839633,1,,,0.0,8,,0.0,,0.0,1,0,0,0.0,0.0,11,6oaxeccf,,,,,1
9,rrdgb9u3,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:31.741667,1,,,0.0,9,,0.0,,0.0,1,0,0,0.0,0.0,11,6oaxeccf,,,,,1
10,lqqkc4ru,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:33.713186,1,,,0.0,10,,0.0,,0.0,1,0,0,0.0,0.0,11,6oaxeccf,,,,,1
11,arb571cn,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:36.551973,1,,,0.0,11,,0.0,,0.0,1,0,0,0.0,0.0,11,6oaxeccf,,,,,1
12,d8rrrhto,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:38.831096,1,,,0.0,12,,0.0,,0.0,1,0,0,0.0,0.0,11,6oaxeccf,,,,,1
13,xil7qycc,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:40.785001,1,,,0.0,13,,0.0,,0.0,1,0,0,0.0,0.0,11,6oaxeccf,,,,,1
14,r7rfr04u,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:42.825696,1,,,0.0,14,,0.0,,0.0,1,0,0,0.0,0.0,11,6oaxeccf,,,,,1
15,bkep6w5p,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:44.766167,1,,,0.0,15,,0.0,,0.0,1,0,0,0.0,0.0,11,6oaxeccf,,,,,1
16,1145fjj5,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:46.844226,1,,,0.0,16,,0.0,,0.0,1,0,0,0.0,0.0,11,6oaxeccf,,,,,1
17,ggn3bx9p,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:48.867428,1,,,0.0,17,,0.0,,0.0,1,0,0,0.0,0.0,11,6oaxeccf,,,,,1
18,dkj514xz,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:51.087449,1,,,0.0,18,,0.0,,0.0,1,0,0,0.0,0.0,11,6oaxeccf,,,,,1
19,kp9je6zl,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:53.177814,1,,,0.0,19,,0.0,,0.0,1,0,0,0.0,0.0,11,6oaxeccf,,,,,1
20,idkqwgn0,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:55.421203,1,,,0.0,20,,0.0,,0.0,1,0,0,0.0,0.0,11,6oaxeccf,,,,,1
1,0btq0u5g,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:15.055781,1,,,0.0,1,,0.0,,0.0,1,0,0,0.0,0.0,12,6oaxeccf,,,,,1
2,nzbdmg4u,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:17.262721,1,,,0.0,2,,0.0,,0.0,1,0,0,0.0,0.0,12,6oaxeccf,,,,,1
3,5h5av0wo,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:19.923613,1,,,0.0,3,,0.0,,0.0,1,0,0,0.0,0.0,12,6oaxeccf,,,,,1
4,3s8bukx2,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:22.109639,1,,,0.0,4,,0.0,,0.0,1,0,0,0.0,0.0,12,6oaxeccf,,,,,1
5,q20rc0lb,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:24.410218,1,,,0.0,5,,0.0,,0.0,1,0,0,0.0,0.0,12,6oaxeccf,,,,,1
6,2otj1r6g,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:25.998645,1,,,0.0,6,,0.0,,0.0,1,0,0,0.0,0.0,12,6oaxeccf,,,,,1
7,s9l6szr2,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:27.891931,1,,,0.0,7,,0.0,,0.0,1,0,0,0.0,0.0,12,6oaxeccf,,,,,1
8,mh8zshcy,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:29.839633,1,,,0.0,8,,0.0,,0.0,1,0,0,0.0,0.0,12,6oaxeccf,,,,,1
9,rrdgb9u3,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:31.741667,1,,,0.0,9,,0.0,,0.0,1,0,0,0.0,0.0,12,6oaxeccf,,,,,1
10,lqqkc4ru,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:33.713186,1,,,0.0,10,,0.0,,0.0,1,0,0,0.0,0.0,12,6oaxeccf,,,,,1
11,arb571cn,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:36.551973,1,,,0.0,11,,0.0,,0.0,1,0,0,0.0,0.0,12,6oaxeccf,,,,,1
12,d8rrrhto,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:38.831096,1,,,0.0,12,,0.0,,0.0,1,0,0,0.0,0.0,12,6oaxeccf,,,,,1
13,xil7qycc,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:40.785001,1,,,0.0,13,,0.0,,0.0,1,0,0,0.0,0.0,12,6oaxeccf,,,,,1
14,r7rfr04u,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:42.825696,1,,,0.0,14,,0.0,,0.0,1,0,0,0.0,0.0,12,6oaxeccf,,,,,1
15,bkep6w5p,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:44.766167,1,,,0.0,15,,0.0,,0.0,1,0,0,0.0,0.0,12,6oaxeccf,,,,,1
16,1145fjj5,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:46.844226,1,,,0.0,16,,0.0,,0.0,1,0,0,0.0,0.0,12,6oaxeccf,,,,,1
17,ggn3bx9p,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:48.867428,1,,,0.0,17,,0.0,,0.0,1,0,0,0.0,0.0,12,6oaxeccf,,,,,1
18,dkj514xz,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:51.087449,1,,,0.0,18,,0.0,,0.0,1,0,0,0.0,0.0,12,6oaxeccf,,,,,1
19,kp9je6zl,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:53.177814,1,,,0.0,19,,0.0,,0.0,1,0,0,0.0,0.0,12,6oaxeccf,,,,,1
20,idkqwgn0,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:55.421203,1,,,0.0,20,,0.0,,0.0,1,0,0,0.0,0.0,12,6oaxeccf,,,,,1
1,0btq0u5g,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:15.055781,1,,,0.0,1,,0.0,,0.0,1,0,0,0.0,0.0,13,6oaxeccf,,,,,1
2,nzbdmg4u,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:17.262721,1,,,0.0,2,,0.0,,0.0,1,0,0,0.0,0.0,13,6oaxeccf,,,,,1
3,5h5av0wo,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:19.923613,1,,,0.0,3,,0.0,,0.0,1,0,0,0.0,0.0,13,6oaxeccf,,,,,1
4,3s8bukx2,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:22.109639,1,,,0.0,4,,0.0,,0.0,1,0,0,0.0,0.0,13,6oaxeccf,,,,,1
5,q20rc0lb,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:24.410218,1,,,0.0,5,,0.0,,0.0,1,0,0,0.0,0.0,13,6oaxeccf,,,,,1
6,2otj1r6g,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:25.998645,1,,,0.0,6,,0.0,,0.0,1,0,0,0.0,0.0,13,6oaxeccf,,,,,1
7,s9l6szr2,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:27.891931,1,,,0.0,7,,0.0,,0.0,1,0,0,0.0,0.0,13,6oaxeccf,,,,,1
8,mh8zshcy,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:29.839633,1,,,0.0,8,,0.0,,0.0,1,0,0,0.0,0.0,13,6oaxeccf,,,,,1
9,rrdgb9u3,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:31.741667,1,,,0.0,9,,0.0,,0.0,1,0,0,0.0,0.0,13,6oaxeccf,,,,,1
10,lqqkc4ru,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:33.713186,1,,,0.0,10,,0.0,,0.0,1,0,0,0.0,0.0,13,6oaxeccf,,,,,1
11,arb571cn,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:36.551973,1,,,0.0,11,,0.0,,0.0,1,0,0,0.0,0.0,13,6oaxeccf,,,,,1
12,d8rrrhto,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:38.831096,1,,,0.0,12,,0.0,,0.0,1,0,0,0.0,0.0,13,6oaxeccf,,,,,1
13,xil7qycc,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:40.785001,1,,,0.0,13,,0.0,,0.0,1,0,0,0.0,0.0,13,6oaxeccf,,,,,1
14,r7rfr04u,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:42.825696,1,,,0.0,14,,0.0,,0.0,1,0,0,0.0,0.0,13,6oaxeccf,,,,,1
15,bkep6w5p,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:44.766167,1,,,0.0,15,,0.0,,0.0,1,0,0,0.0,0.0,13,6oaxeccf,,,,,1
16,1145fjj5,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:46.844226,1,,,0.0,16,,0.0,,0.0,1,0,0,0.0,0.0,13,6oaxeccf,,,,,1
17,ggn3bx9p,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:48.867428,1,,,0.0,17,,0.0,,0.0,1,0,0,0.0,0.0,13,6oaxeccf,,,,,1
18,dkj514xz,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:51.087449,1,,,0.0,18,,0.0,,0.0,1,0,0,0.0,0.0,13,6oaxeccf,,,,,1
19,kp9je6zl,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:53.177814,1,,,0.0,19,,0.0,,0.0,1,0,0,0.0,0.0,13,6oaxeccf,,,,,1
20,idkqwgn0,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:55.421203,1,,,0.0,20,,0.0,,0.0,1,0,0,0.0,0.0,13,6oaxeccf,,,,,1
1,0btq0u5g,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:15.055781,1,,,0.0,1,,0.0,,0.0,1,0,0,0.0,0.0,14,6oaxeccf,,,,,1
2,nzbdmg4u,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:17.262721,1,,,0.0,2,,0.0,,0.0,1,0,0,0.0,0.0,14,6oaxeccf,,,,,1
3,5h5av0wo,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:19.923613,1,,,0.0,3,,0.0,,0.0,1,0,0,0.0,0.0,14,6oaxeccf,,,,,1
4,3s8bukx2,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:22.109639,1,,,0.0,4,,0.0,,0.0,1,0,0,0.0,0.0,14,6oaxeccf,,,,,1
5,q20rc0lb,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:24.410218,1,,,0.0,5,,0.0,,0.0,1,0,0,0.0,0.0,14,6oaxeccf,,,,,1
6,2otj1r6g,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:25.998645,1,,,0.0,6,,0.0,,0.0,1,0,0,0.0,0.0,14,6oaxeccf,,,,,1
7,s9l6szr2,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:27.891931,1,,,0.0,7,,0.0,,0.0,1,0,0,0.0,0.0,14,6oaxeccf,,,,,1
8,mh8zshcy,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:29.839633,1,,,0.0,8,,0.0,,0.0,1,0,0,0.0,0.0,14,6oaxeccf,,,,,1
9,rrdgb9u3,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:31.741667,1,,,0.0,9,,0.0,,0.0,1,0,0,0.0,0.0,14,6oaxeccf,,,,,1
10,lqqkc4ru,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:33.713186,1,,,0.0,10,,0.0,,0.0,1,0,0,0.0,0.0,14,6oaxeccf,,,,,1
11,arb571cn,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:36.551973,1,,,0.0,11,,0.0,,0.0,1,0,0,0.0,0.0,14,6oaxeccf,,,,,1
12,d8rrrhto,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:38.831096,1,,,0.0,12,,0.0,,0.0,1,0,0,0.0,0.0,14,6oaxeccf,,,,,1
13,xil7qycc,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:40.785001,1,,,0.0,13,,0.0,,0.0,1,0,0,0.0,0.0,14,6oaxeccf,,,,,1
14,r7rfr04u,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:42.825696,1,,,0.0,14,,0.0,,0.0,1,0,0,0.0,0.0,14,6oaxeccf,,,,,1
15,bkep6w5p,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:44.766167,1,,,0.0,15,,0.0,,0.0,1,0,0,0.0,0.0,14,6oaxeccf,,,,,1
16,1145fjj5,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:46.844226,1,,,0.0,16,,0.0,,0.0,1,0,0,0.0,0.0,14,6oaxeccf,,,,,1
17,ggn3bx9p,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:48.867428,1,,,0.0,17,,0.0,,0.0,1,0,0,0.0,0.0,14,6oaxeccf,,,,,1
18,dkj514xz,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:51.087449,1,,,0.0,18,,0.0,,0.0,1,0,0,0.0,0.0,14,6oaxeccf,,,,,1
19,kp9je6zl,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:53.177814,1,,,0.0,19,,0.0,,0.0,1,0,0,0.0,0.0,14,6oaxeccf,,,,,1
20,idkqwgn0,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:55.421203,1,,,0.0,20,,0.0,,0.0,1,0,0,0.0,0.0,14,6oaxeccf,,,,,1
1,0btq0u5g,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:15.055781,1,,,0.0,1,,0.0,,0.0,1,0,0,0.0,0.0,15,6oaxeccf,,,,,1
2,nzbdmg4u,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:17.262721,1,,,0.0,2,,0.0,,0.0,1,0,0,0.0,0.0,15,6oaxeccf,,,,,1
3,5h5av0wo,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:19.923613,1,,,0.0,3,,0.0,,0.0,1,0,0,0.0,0.0,15,6oaxeccf,,,,,1
4,3s8bukx2,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:22.109639,1,,,0.0,4,,0.0,,0.0,1,0,0,0.0,0.0,15,6oaxeccf,,,,,1
5,q20rc0lb,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:24.410218,1,,,0.0,5,,0.0,,0.0,1,0,0,0.0,0.0,15,6oaxeccf,,,,,1
6,2otj1r6g,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:25.998645,1,,,0.0,6,,0.0,,0.0,1,0,0,0.0,0.0,15,6oaxeccf,,,,,1
7,s9l6szr2,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:27.891931,1,,,0.0,7,,0.0,,0.0,1,0,0,0.0,0.0,15,6oaxeccf,,,,,1
8,mh8zshcy,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:29.839633,1,,,0.0,8,,0.0,,0.0,1,0,0,0.0,0.0,15,6oaxeccf,,,,,1
9,rrdgb9u3,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:31.741667,1,,,0.0,9,,0.0,,0.0,1,0,0,0.0,0.0,15,6oaxeccf,,,,,1
10,lqqkc4ru,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:33.713186,1,,,0.0,10,,0.0,,0.0,1,0,0,0.0,0.0,15,6oaxeccf,,,,,1
11,arb571cn,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:36.551973,1,,,0.0,11,,0.0,,0.0,1,0,0,0.0,0.0,15,6oaxeccf,,,,,1
12,d8rrrhto,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:38.831096,1,,,0.0,12,,0.0,,0.0,1,0,0,0.0,0.0,15,6oaxeccf,,,,,1
13,xil7qycc,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:40.785001,1,,,0.0,13,,0.0,,0.0,1,0,0,0.0,0.0,15,6oaxeccf,,,,,1
14,r7rfr04u,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:42.825696,1,,,0.0,14,,0.0,,0.0,1,0,0,0.0,0.0,15,6oaxeccf,,,,,1
15,bkep6w5p,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:44.766167,1,,,0.0,15,,0.0,,0.0,1,0,0,0.0,0.0,15,6oaxeccf,,,,,1
16,1145fjj5,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:46.844226,1,,,0.0,16,,0.0,,0.0,1,0,0,0.0,0.0,15,6oaxeccf,,,,,1
17,ggn3bx9p,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:48.867428,1,,,0.0,17,,0.0,,0.0,1,0,0,0.0,0.0,15,6oaxeccf,,,,,1
18,dkj514xz,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:51.087449,1,,,0.0,18,,0.0,,0.0,1,0,0,0.0,0.0,15,6oaxeccf,,,,,1
19,kp9je6zl,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:53.177814,1,,,0.0,19,,0.0,,0.0,1,0,0,0.0,0.0,15,6oaxeccf,,,,,1
20,idkqwgn0,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:55.421203,1,,,0.0,20,,0.0,,0.0,1,0,0,0.0,0.0,15,6oaxeccf,,,,,1
1,0btq0u5g,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:15.055781,1,,,0.0,1,,0.0,,0.0,1,0,0,0.0,0.0,16,6oaxeccf,,,,,1
2,nzbdmg4u,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:17.262721,1,,,0.0,2,,0.0,,0.0,1,0,0,0.0,0.0,16,6oaxeccf,,,,,1
3,5h5av0wo,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:19.923613,1,,,0.0,3,,0.0,,0.0,1,0,0,0.0,0.0,16,6oaxeccf,,,,,1
4,3s8bukx2,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:22.109639,1,,,0.0,4,,0.0,,0.0,1,0,0,0.0,0.0,16,6oaxeccf,,,,,1
5,q20rc0lb,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:24.410218,1,,,0.0,5,,0.0,,0.0,1,0,0,0.0,0.0,16,6oaxeccf,,,,,1
6,2otj1r6g,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:25.998645,1,,,0.0,6,,0.0,,0.0,1,0,0,0.0,0.0,16,6oaxeccf,,,,,1
7,s9l6szr2,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:27.891931,1,,,0.0,7,,0.0,,0.0,1,0,0,0.0,0.0,16,6oaxeccf,,,,,1
8,mh8zshcy,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:29.839633,1,,,0.0,8,,0.0,,0.0,1,0,0,0.0,0.0,16,6oaxeccf,,,,,1
9,rrdgb9u3,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:31.741667,1,,,0.0,9,,0.0,,0.0,1,0,0,0.0,0.0,16,6oaxeccf,,,,,1
10,lqqkc4ru,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:33.713186,1,,,0.0,10,,0.0,,0.0,1,0,0,0.0,0.0,16,6oaxeccf,,,,,1
11,arb571cn,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:36.551973,1,,,0.0,11,,0.0,,0.0,1,0,0,0.0,0.0,16,6oaxeccf,,,,,1
12,d8rrrhto,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:38.831096,1,,,0.0,12,,0.0,,0.0,1,0,0,0.0,0.0,16,6oaxeccf,,,,,1
13,xil7qycc,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:40.785001,1,,,0.0,13,,0.0,,0.0,1,0,0,0.0,0.0,16,6oaxeccf,,,,,1
14,r7rfr04u,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:42.825696,1,,,0.0,14,,0.0,,0.0,1,0,0,0.0,0.0,16,6oaxeccf,,,,,1
15,bkep6w5p,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:44.766167,1,,,0.0,15,,0.0,,0.0,1,0,0,0.0,0.0,16,6oaxeccf,,,,,1
16,1145fjj5,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:46.844226,1,,,0.0,16,,0.0,,0.0,1,0,0,0.0,0.0,16,6oaxeccf,,,,,1
17,ggn3bx9p,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:48.867428,1,,,0.0,17,,0.0,,0.0,1,0,0,0.0,0.0,16,6oaxeccf,,,,,1
18,dkj514xz,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:51.087449,1,,,0.0,18,,0.0,,0.0,1,0,0,0.0,0.0,16,6oaxeccf,,,,,1
19,kp9je6zl,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:53.177814,1,,,0.0,19,,0.0,,0.0,1,0,0,0.0,0.0,16,6oaxeccf,,,,,1
20,idkqwgn0,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:55.421203,1,,,0.0,20,,0.0,,0.0,1,0,0,0.0,0.0,16,6oaxeccf,,,,,1
1,0btq0u5g,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:15.055781,1,,,0.0,1,,0.0,,0.0,1,0,0,0.0,0.0,17,6oaxeccf,,,,,1
2,nzbdmg4u,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:17.262721,1,,,0.0,2,,0.0,,0.0,1,0,0,0.0,0.0,17,6oaxeccf,,,,,1
3,5h5av0wo,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:19.923613,1,,,0.0,3,,0.0,,0.0,1,0,0,0.0,0.0,17,6oaxeccf,,,,,1
4,3s8bukx2,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:22.109639,1,,,0.0,4,,0.0,,0.0,1,0,0,0.0,0.0,17,6oaxeccf,,,,,1
5,q20rc0lb,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:24.410218,1,,,0.0,5,,0.0,,0.0,1,0,0,0.0,0.0,17,6oaxeccf,,,,,1
6,2otj1r6g,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:25.998645,1,,,0.0,6,,0.0,,0.0,1,0,0,0.0,0.0,17,6oaxeccf,,,,,1
7,s9l6szr2,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:27.891931,1,,,0.0,7,,0.0,,0.0,1,0,0,0.0,0.0,17,6oaxeccf,,,,,1
8,mh8zshcy,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:29.839633,1,,,0.0,8,,0.0,,0.0,1,0,0,0.0,0.0,17,6oaxeccf,,,,,1
9,rrdgb9u3,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:31.741667,1,,,0.0,9,,0.0,,0.0,1,0,0,0.0,0.0,17,6oaxeccf,,,,,1
10,lqqkc4ru,,0,2,90,pg_exogenous,ResultsWaitPage,2025-12-24 00:43:33.713186,1,,,0.0,10,,0.0,,0.0,1,0,0,0.0,0.0,17,6oaxeccf,,,,,1
